frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.checksum,tcp.flags,tcp.checksum,alert,frame.year,frame.month,frame.day,frame.hour,frame.minute,frame.second,attack_probability,anomaly_score,alert_score,final_alert,shap_top_features
7,2,3,2,3,0,42161,2,13525,0,2026,8,16,0,7,49,0.21885194,0.5731,0.3606,0,"ip.dst (-0.649), tcp.flags (-0.490), eth.dst (-0.416)"
7,2,1,1,3,2,42161,2,13525,1,2026,8,16,0,7,50,0.7219712,0.8097,0.757,1,"ip.src (+0.442), eth.src (+0.392), ip.dst (-0.391)"
2,1,1,1,2,2,4804,2,45506,0,2026,8,16,0,7,51,0.31468073,0.4709,0.3772,0,"frame.minute (-0.344), tcp.flags (-0.332), tcp.checksum (-0.276)"
7,3,3,2,3,0,42161,16,45506,1,2026,8,16,0,7,52,0.85991794,0.4297,0.6878,1,"frame.second (+0.882), tcp.flags (+0.610), ip.dst (-0.369)"
1,1,2,1,1,0,42161,24,45506,1,2026,8,16,0,7,53,0.7875518,0.5233,0.6818,1,"ip.dst (+0.521), eth.dst (+0.244), tcp.flags (+0.172)"
2,2,1,1,2,2,42161,24,45506,0,2026,8,16,0,7,54,0.1508905,0.3948,0.2484,0,"frame.second (-1.144), frame.minute (-0.303), eth.src (+0.211)"
1,3,1,2,3,0,42161,24,45506,0,2026,8,16,0,7,55,0.17695409,0.5495,0.326,0,"frame.second (-0.715), ip.dst (-0.472), ip.checksum (+0.332)"
1,3,3,1,1,2,42161,24,13525,1,2026,8,16,0,7,56,0.7871473,0.7049,0.7542,1,"frame.second (+0.648), ip.dst (+0.391), eth.src (-0.344)"
2,1,2,3,2,2,42161,2,45506,0,2026,8,16,0,7,57,0.08269807,0.4843,0.2433,0,"ip.src (-0.678), frame.second (-0.519), tcp.flags (-0.453)"
1,2,3,3,2,2,4804,2,45506,0,2026,8,16,0,7,58,0.13611025,0.6057,0.324,0,"ip.src (-0.618), tcp.flags (-0.360), frame.protocols (-0.315)"
7,1,2,3,3,0,4804,16,45506,0,2026,8,16,0,7,59,0.074294455,0.7702,0.3527,0,"ip.src (-1.020), ip.dst (-0.484), frame.protocols (+0.283)"
1,3,2,3,2,2,42161,16,13525,1,2026,8,16,0,8,0,0.4994309,0.7005,0.5798,1,"ip.src (-0.419), eth.dst (+0.267), frame.second (-0.227)"
2,1,2,2,1,0,4804,24,13525,1,2026,8,16,0,8,1,0.8294336,0.6112,0.7421,1,"ip.dst (+0.495), eth.src (+0.427), eth.dst (+0.347)"
2,1,1,2,2,2,4804,2,45506,0,2026,8,16,0,8,2,0.058205154,0.5407,0.2512,0,"frame.second (-1.045), tcp.flags (-0.480), ip.flags (-0.384)"
2,2,3,2,1,0,42161,24,13525,0,2026,8,16,0,8,3,0.22368138,0.6034,0.3756,0,"eth.dst (-0.769), frame.second (-0.717), eth.src (+0.215)"
1,2,3,3,2,0,42161,16,45506,0,2026,8,16,0,8,4,0.1845875,0.4717,0.2995,0,"ip.src (-0.649), frame.second (-0.550), ip.checksum (+0.253)"
2,3,2,3,3,0,42161,16,45506,0,2026,8,16,0,8,5,0.11002724,0.5016,0.2666,0,"ip.src (-0.736), frame.second (-0.455), eth.src (-0.429)"
2,1,1,1,1,2,4804,24,13525,1,2026,8,16,0,8,6,0.90234023,0.5932,0.7787,1,"ip.dst (+0.461), eth.src (+0.390), ip.src (+0.350)"
1,1,1,1,2,2,42161,16,13525,0,2026,8,16,0,8,7,0.1396294,0.4168,0.2505,0,"frame.second (-0.969), ip.src (+0.524), ip.flags (-0.394)"
7,1,3,3,2,0,4804,24,45506,0,2026,8,16,0,8,8,0.031124214,0.8482,0.3579,0,"frame.second (-0.918), frame.protocols (-0.452), eth.dst (-0.381)"
1,3,1,3,2,0,42161,2,45506,0,2026,8,16,0,8,9,0.07533888,0.6331,0.2984,0,"tcp.flags (-0.620), eth.src (-0.613), frame.minute (-0.458)"
2,3,1,3,1,0,4804,24,13525,1,2026,8,16,0,8,10,0.82621217,0.6933,0.773,1,"eth.src (-0.700), frame.second (+0.622), tcp.flags (+0.396)"
2,2,2,3,1,2,42161,2,45506,0,2026,8,16,0,8,11,0.05380502,0.4294,0.2041,0,"frame.second (-0.895), ip.src (-0.688), tcp.flags (-0.644)"
1,2,1,1,1,2,42161,2,13525,0,2026,8,16,0,8,12,0.22063449,0.526,0.3428,0,"frame.second (-1.022), tcp.flags (-0.573), ip.src (+0.405)"
7,2,2,3,3,2,4804,16,45506,0,2026,8,16,0,8,13,0.024505863,0.6775,0.2857,0,"ip.src (-1.213), frame.second (-0.919), ip.dst (-0.370)"
2,1,3,1,3,2,4804,16,13525,0,2026,8,16,0,8,14,0.288328,0.607,0.4158,0,"eth.dst (-0.609), ip.dst (-0.561), ip.src (+0.273)"
2,1,1,3,1,0,4804,16,45506,0,2026,8,16,0,8,15,0.13053165,0.7611,0.3828,0,"ip.src (-1.186), tcp.checksum (-0.384), tcp.flags (-0.310)"
2,2,3,3,2,0,4804,24,45506,0,2026,8,16,0,8,16,0.11930236,0.4479,0.2507,0,"ip.src (-0.547), tcp.checksum (-0.529), eth.dst (-0.404)"
1,1,3,3,3,2,4804,24,13525,0,2026,8,16,0,8,17,0.11538304,0.759,0.3728,0,"ip.dst (-1.038), ip.checksum (-0.485), ip.src (-0.395)"
2,2,1,1,1,2,4804,16,45506,1,2026,8,16,0,8,18,0.9081331,0.4712,0.7333,1,"ip.src (+0.782), ip.dst (+0.427), frame.second (+0.386)"
7,3,1,1,2,0,42161,24,45506,1,2026,8,16,0,8,19,0.7716446,0.577,0.6938,1,"frame.second (+1.014), eth.src (-0.237), eth.dst (+0.208)"
2,2,3,2,3,2,4804,16,13525,1,2026,8,16,0,8,20,0.18081835,0.4925,0.3055,0,"ip.dst (-0.813), frame.second (-0.412), eth.src (+0.340)"
2,3,1,3,2,2,42161,24,45506,0,2026,8,16,0,8,21,0.5038767,0.4612,0.4868,0,"tcp.flags (+0.874), frame.minute (-0.652), eth.src (-0.447)"
7,1,2,2,2,2,42161,2,45506,1,2026,8,16,0,8,22,0.4977971,0.5003,0.4988,0,"frame.second (+0.555), tcp.flags (-0.474), frame.minute (-0.225)"
2,2,2,2,2,2,4804,2,45506,0,2026,8,16,0,8,23,0.18332759,0.1196,0.1578,0,"tcp.flags (-0.566), frame.minute (-0.512), eth.src (+0.506)"
1,1,1,1,2,2,42161,16,13525,0,2026,8,16,0,8,24,0.16662858,0.3778,0.2511,0,"frame.protocols (-0.502), frame.minute (-0.483), ip.src (+0.476)"
1,3,3,1,3,2,4804,24,13525,0,2026,8,16,0,8,25,0.03521069,0.6252,0.2712,0,"eth.src (-0.762), ip.dst (-0.728), frame.second (-0.562)"
1,3,1,2,3,0,4804,24,13525,0,2026,8,16,0,8,26,0.058270816,0.4683,0.2223,0,"frame.second (-0.747), ip.dst (-0.630), eth.src (-0.556)"
7,3,1,3,3,2,42161,2,45506,0,2026,8,16,0,8,27,0.050852668,0.7447,0.3284,0,"tcp.flags (-0.689), frame.second (-0.670), eth.src (-0.432)"
2,1,3,1,1,2,42161,2,45506,0,2026,8,16,0,8,28,0.13913213,0.5333,0.2968,0,"tcp.flags (-0.581), frame.minute (-0.420), eth.dst (-0.372)"
1,1,3,3,3,0,4804,16,45506,0,2026,8,16,0,8,29,0.04546748,0.6195,0.2751,0,"ip.src (-0.744), ip.dst (-0.678), frame.minute (-0.420)"
7,1,2,3,2,0,4804,2,45506,0,2026,8,16,0,8,30,0.07566506,0.5573,0.2683,0,"ip.src (-0.643), tcp.checksum (-0.389), tcp.flags (-0.255)"
2,1,3,2,3,0,42161,16,13525,0,2026,8,16,0,8,31,0.16055287,0.4079,0.2595,0,"ip.dst (-0.646), eth.dst (-0.386), ip.flags (-0.310)"
7,3,2,2,2,2,42161,2,45506,0,2026,8,16,0,8,32,0.061721068,0.3791,0.1887,0,"eth.src (-0.831), tcp.flags (-0.692), frame.minute (-0.363)"
1,3,3,2,1,0,42161,2,45506,0,2026,8,16,0,8,33,0.055888966,0.4426,0.2106,0,"eth.src (-0.825), frame.second (-0.659), tcp.flags (-0.618)"
1,2,1,2,2,2,42161,24,45506,1,2026,8,16,0,8,34,0.50844115,0.2908,0.4214,0,"frame.minute (-0.438), eth.src (+0.347), tcp.flags (+0.294)"
1,2,2,1,2,2,4804,2,13525,1,2026,8,16,0,8,35,0.7667549,0.3093,0.5838,1,"eth.src (+0.579), ip.src (+0.528), tcp.flags (-0.337)"
7,1,2,1,2,2,4804,2,45506,0,2026,8,16,0,8,36,0.1989081,0.5348,0.3333,0,"frame.second (-0.447), frame.protocols (-0.422), ip.src (+0.350)"
7,3,2,2,1,0,4804,16,45506,0,2026,8,16,0,8,37,0.09203461,0.3137,0.1807,0,"frame.second (-0.999), eth.src (-0.760), tcp.flags (+0.426)"
1,3,1,1,3,0,4804,2,45506,0,2026,8,16,0,8,38,0.04424477,0.5962,0.265,0,"eth.src (-0.686), tcp.flags (-0.684), frame.second (-0.622)"
7,3,1,2,3,0,42161,16,45506,1,2026,8,16,0,8,39,0.7941239,0.3542,0.6181,1,"tcp.flags (+0.600), eth.src (-0.320), ip.dst (+0.263)"
1,2,1,3,1,0,42161,2,45506,0,2026,8,16,0,8,40,0.053136677,0.5518,0.2526,0,"ip.src (-0.837), frame.second (-0.715), tcp.flags (-0.453)"
1,2,1,3,2,0,4804,2,13525,0,2026,8,16,0,8,41,0.14964041,0.4114,0.2543,0,"ip.src (-0.834), frame.protocols (-0.428), eth.src (+0.309)"
2,3,1,3,3,2,4804,16,45506,0,2026,8,16,0,8,42,0.075028084,0.3831,0.1983,0,"ip.src (-1.127), ip.dst (-0.359), eth.src (-0.324)"
7,3,2,2,1,2,4804,24,45506,0,2026,8,16,0,8,43,0.07769826,0.4941,0.2443,0,"eth.src (-0.808), frame.protocols (-0.365), frame.minute (-0.332)"
1,3,1,3,3,2,4804,16,45506,0,2026,8,16,0,8,44,0.07646065,0.4055,0.2081,0,"ip.src (-1.124), ip.dst (-0.339), eth.src (-0.256)"
1,2,2,1,1,2,4804,16,45506,1,2026,8,16,0,8,45,0.9418421,0.3154,0.6913,1,"ip.src (+0.743), eth.src (+0.496), frame.second (+0.459)"
7,3,1,3,2,0,4804,16,45506,0,2026,8,16,0,8,46,0.13042204,0.537,0.293,0,"ip.src (-1.030), eth.src (-0.251), frame.protocols (-0.174)"
2,3,3,3,3,0,4804,24,45506,0,2026,8,16,0,8,47,0.09239039,0.6689,0.323,0,"ip.dst (-0.642), frame.second (+0.543), eth.src (-0.437)"
2,1,2,3,1,2,4804,2,45506,1,2026,8,16,0,8,48,0.7265564,0.5731,0.6652,1,"frame.second (+0.945), ip.src (-0.562), ip.dst (+0.503)"
1,1,3,1,3,0,4804,16,45506,1,2026,8,16,0,8,49,0.7268793,0.6604,0.7003,1,"frame.second (+0.840), ip.dst (-0.556), frame.minute (+0.444)"
7,2,2,2,3,0,42161,16,45506,0,2026,8,16,0,8,50,0.8819022,0.2775,0.6401,1,"frame.second (+0.611), tcp.flags (+0.458), frame.minute (+0.349)"
2,3,3,1,3,2,4804,24,45506,0,2026,8,16,0,8,51,0.09470797,0.6281,0.3081,0,"ip.dst (-0.672), eth.src (-0.510), tcp.flags (-0.473)"
7,3,1,2,3,2,42161,16,13525,0,2026,8,16,0,8,52,0.7823772,0.6671,0.7363,1,"frame.second (+0.684), tcp.flags (+0.426), frame.protocols (+0.352)"
7,1,1,2,1,0,42161,2,13525,1,2026,8,16,0,8,53,0.8902812,0.8881,0.8894,1,"frame.second (+0.691), frame.minute (+0.561), ip.dst (+0.465)"
1,2,1,3,2,0,4804,24,13525,0,2026,8,16,0,8,54,0.18192713,0.4651,0.2952,0,"ip.src (-0.670), frame.second (-0.661), frame.protocols (-0.387)"
2,1,2,2,1,2,4804,2,13525,1,2026,8,16,0,8,55,0.8720993,0.537,0.7381,1,"ip.dst (+0.722), frame.minute (+0.363), ip.flags (+0.254)"
1,1,3,1,1,2,42161,2,45506,0,2026,8,16,0,8,56,0.57994413,0.7041,0.6296,1,"ip.dst (+0.554), tcp.flags (-0.517), eth.dst (-0.340)"
2,1,1,1,1,2,42161,24,13525,0,2026,8,16,0,8,57,0.78753155,0.7045,0.7543,1,"ip.dst (+0.437), ip.flags (+0.260), ip.src (+0.250)"
2,1,3,2,2,0,4804,16,13525,0,2026,8,16,0,8,58,0.17849492,0.5795,0.3389,0,"eth.dst (-0.435), ip.flags (-0.379), frame.second (-0.336)"
2,3,3,3,3,2,42161,2,45506,0,2026,8,16,0,8,59,0.10898423,0.8726,0.4144,0,"tcp.flags (-0.584), ip.src (-0.568), ip.dst (-0.561)"
2,3,1,3,3,2,4804,2,13525,0,2026,8,16,0,9,0,0.077644266,0.7967,0.3653,0,"eth.src (-0.533), ip.dst (-0.502), frame.second (-0.399)"
2,1,1,1,3,0,4804,2,13525,0,2026,8,16,0,9,1,0.65421087,0.8114,0.7171,1,"ip.src (+0.544), ip.dst (-0.457), frame.second (+0.325)"
7,2,3,3,2,0,4804,2,45506,0,2026,8,16,0,9,2,0.05133097,0.7505,0.331,0,"frame.second (-1.020), ip.src (-0.514), frame.minute (-0.495)"
1,2,1,2,3,0,42161,24,45506,1,2026,8,16,0,9,3,0.7595012,0.619,0.7033,1,"ip.checksum (+0.324), eth.src (+0.294), tcp.flags (+0.238)"
7,2,1,2,2,0,42161,24,45506,0,2026,8,16,0,9,4,0.13281843,0.6404,0.3359,0,"frame.second (-0.910), frame.protocols (-0.774), frame.minute (-0.354)"
2,2,1,1,3,0,4804,2,13525,1,2026,8,16,0,9,5,0.8576943,0.702,0.7954,1,"ip.src (+0.671), frame.second (+0.539), eth.src (+0.526)"
1,1,2,2,3,2,42161,16,13525,0,2026,8,16,0,9,6,0.10029329,0.6825,0.3332,0,"frame.second (-0.670), ip.dst (-0.557), ip.flags (-0.389)"
2,3,3,1,1,2,42161,2,45506,0,2026,8,16,0,9,7,0.021963147,0.787,0.328,0,"frame.second (-1.247), eth.src (-0.806), frame.minute (-0.535)"
1,2,3,2,2,0,42161,16,45506,0,2026,8,16,0,9,8,0.15775739,0.3589,0.2382,0,"frame.second (-0.932), eth.dst (-0.474), frame.minute (-0.431)"
7,1,2,1,1,0,42161,2,13525,0,2026,8,16,0,9,9,0.25564784,0.8953,0.5115,1,"frame.protocols (-0.663), tcp.flags (-0.467), frame.minute (-0.439)"
1,2,3,3,1,0,42161,16,45506,1,2026,8,16,0,9,10,0.6713697,0.4872,0.5977,1,"ip.src (-0.447), ip.dst (+0.444), frame.minute (-0.420)"
1,2,1,2,1,0,42161,2,13525,0,2026,8,16,0,9,11,0.19626215,0.6045,0.3596,0,"frame.minute (-0.598), frame.second (-0.589), tcp.flags (-0.439)"
1,1,3,2,2,0,42161,16,45506,0,2026,8,16,0,9,12,0.17227174,0.3811,0.2558,0,"frame.second (-0.661), frame.minute (-0.503), eth.dst (-0.293)"
1,3,1,1,2,2,4804,2,45506,0,2026,8,16,0,9,13,0.039845187,0.6797,0.2958,0,"frame.second (-0.987), eth.src (-0.805), tcp.flags (-0.633)"
1,3,2,1,3,2,42161,2,13525,0,2026,8,16,0,9,14,0.045175456,0.7326,0.3202,0,"tcp.flags (-0.813), eth.src (-0.772), frame.minute (-0.683)"
2,1,1,2,1,2,42161,16,45506,0,2026,8,16,0,9,15,0.21529725,0.5065,0.3318,0,"frame.minute (-0.745), tcp.checksum (-0.182), ip.flags (-0.166)"
1,3,3,1,3,2,42161,24,45506,1,2026,8,16,0,9,16,0.765884,0.7179,0.7467,1,"frame.second (+0.892), eth.src (-0.367), ip.checksum (+0.362)"
1,1,3,2,1,0,42161,16,45506,1,2026,8,16,0,9,17,0.6788399,0.3728,0.5564,1,"ip.dst (+0.478), frame.minute (-0.414), frame.second (+0.323)"
7,1,3,3,2,2,42161,24,13525,0,2026,8,16,0,9,18,0.7956659,0.7654,0.7836,1,"frame.second (+0.578), tcp.flags (+0.351), frame.minute (-0.290)"
1,1,2,1,2,0,42161,2,45506,0,2026,8,16,0,9,19,0.13973044,0.5623,0.3088,0,"frame.minute (-0.796), tcp.flags (-0.591), ip.src (+0.198)"
7,3,2,2,2,0,42161,16,45506,0,2026,8,16,0,9,20,0.13276681,0.2922,0.1965,0,"frame.minute (-0.918), eth.src (-0.521), frame.second (-0.216)"
2,1,3,3,1,0,42161,16,45506,0,2026,8,16,0,9,21,0.19459677,0.6098,0.3607,0,"frame.minute (-0.755), ip.src (-0.476), ip.dst (+0.420)"
1,2,1,3,2,2,4804,16,45506,0,2026,8,16,0,9,22,0.034786142,0.5082,0.2242,0,"ip.src (-1.135), frame.minute (-0.597), tcp.flags (-0.398)"
7,3,2,2,1,0,42161,24,45506,0,2026,8,16,0,9,23,0.13568588,0.5554,0.3036,0,"frame.minute (-1.160), eth.src (-0.709), frame.protocols (-0.280)"
7,3,3,1,3,2,42161,24,45506,0,2026,8,16,0,9,24,0.14838552,0.6929,0.3662,0,"eth.src (-0.693), frame.minute (-0.633), frame.second (-0.273)"
2,3,3,2,1,2,42161,2,13525,0,2026,8,16,0,9,25,0.051215935,0.5382,0.246,0,"eth.src (-0.938), frame.minute (-0.702), frame.second (-0.646)"
1,3,2,3,3,0,42161,24,13525,0,2026,8,16,0,9,26,0.19972743,0.6996,0.3997,0,"frame.minute (-0.854), frame.second (-0.612), tcp.flags (+0.602)"
1,2,2,2,1,0,4804,24,45506,0,2026,8,16,0,9,27,0.18807955,0.38,0.2649,0,"frame.minute (-0.961), frame.second (-0.893), ip.dst (+0.413)"
7,3,2,1,3,0,4804,2,13525,0,2026,8,16,0,9,28,0.12024364,0.8235,0.4016,0,"eth.src (-0.674), frame.minute (-0.558), ip.dst (-0.432)"
1,3,1,3,2,2,4804,16,13525,0,2026,8,16,0,9,29,0.11274523,0.4993,0.2674,0,"ip.src (-0.534), frame.minute (-0.442), eth.src (-0.312)"
7,1,1,2,3,0,4804,16,45506,1,2026,8,16,0,9,30,0.6057608,0.7824,0.6764,1,"tcp.flags (+0.307), eth.dst (+0.267), frame.minute (-0.236)"
1,3,3,1,2,2,4804,2,13525,0,2026,8,16,0,9,31,0.070778936,0.6496,0.3023,0,"eth.src (-0.878), frame.minute (-0.533), tcp.flags (-0.473)"
7,2,2,3,2,0,4804,16,13525,0,2026,8,16,0,9,32,0.1829419,0.3873,0.2647,0,"ip.src (-0.940), frame.minute (-0.406), tcp.checksum (+0.310)"
1,2,1,1,3,0,4804,24,13525,0,2026,8,16,0,9,33,0.0969455,0.674,0.3278,0,"ip.dst (-0.535), frame.minute (-0.466), ip.checksum (-0.421)"
2,2,2,3,1,2,4804,2,13525,1,2026,8,16,0,9,34,0.6904642,0.4285,0.5857,1,"ip.src (-0.581), eth.src (+0.434), ip.dst (+0.365)"
1,2,3,2,1,2,4804,2,13525,0,2026,8,16,0,9,35,0.3266307,0.5551,0.418,0,"eth.src (+0.452), tcp.flags (-0.313), eth.dst (-0.268)"
1,3,1,1,1,2,4804,2,13525,0,2026,8,16,0,9,36,0.15885448,0.6983,0.3746,0,"eth.src (-1.063), frame.second (-0.645), ip.src (+0.398)"
2,3,1,3,1,2,4804,16,13525,0,2026,8,16,0,9,37,0.09265612,0.6482,0.3149,0,"ip.src (-0.747), eth.src (-0.726), frame.second (-0.525)"
1,2,1,1,1,2,4804,2,13525,1,2026,8,16,0,9,38,0.7963356,0.516,0.6842,1,"ip.src (+0.564), eth.src (+0.499), ip.flags (+0.307)"
2,2,3,1,2,2,4804,2,45506,1,2026,8,16,0,9,39,0.7874042,0.4578,0.6556,1,"eth.src (+0.601), frame.second (+0.553), ip.src (+0.365)"
1,3,2,2,1,0,4804,2,45506,0,2026,8,16,0,9,40,0.04612582,0.3813,0.1802,0,"eth.src (-0.866), frame.second (-0.821), tcp.flags (-0.504)"
7,2,1,1,2,0,4804,16,13525,1,2026,8,16,0,9,41,0.85717255,0.5898,0.7502,1,"ip.src (+0.660), eth.src (+0.452), tcp.flags (+0.446)"
7,1,3,3,2,2,4804,24,13525,1,2026,8,16,0,9,42,0.778048,0.8264,0.7974,1,"frame.second (+0.564), tcp.flags (+0.345), ip.flags (+0.337)"
1,2,2,3,2,0,42161,2,45506,1,2026,8,16,0,9,43,0.13747753,0.389,0.2381,0,"ip.src (-0.750), frame.minute (-0.543), tcp.flags (-0.507)"
1,2,3,3,3,2,4804,24,13525,0,2026,8,16,0,9,44,0.11840656,0.7932,0.3883,0,"ip.dst (-0.667), ip.src (-0.570), ip.checksum (-0.379)"
1,1,2,3,3,0,42161,16,13525,0,2026,8,16,0,9,45,0.07311284,0.6975,0.3229,0,"ip.src (-0.863), ip.dst (-0.398), eth.src (-0.331)"
7,1,3,2,2,0,4804,16,45506,0,2026,8,16,0,9,46,0.2190939,0.6573,0.3944,0,"frame.minute (-0.366), frame.protocols (-0.349), ip.flags (-0.276)"
1,3,2,1,3,2,4804,16,45506,1,2026,8,16,0,9,47,0.8395978,0.5556,0.726,1,"frame.second (+1.042), tcp.flags (+0.614), ip.src (+0.497)"
7,3,1,2,1,2,42161,16,45506,0,2026,8,16,0,9,48,0.3020952,0.7224,0.4702,0,"frame.second (+0.614), frame.minute (-0.543), eth.src (-0.470)"
2,1,2,1,1,2,4804,24,13525,0,2026,8,16,0,9,49,0.30419052,0.6701,0.4505,0,"frame.second (-0.434), tcp.flags (-0.428), frame.minute (-0.394)"
7,1,3,1,2,0,42161,2,13525,0,2026,8,16,0,9,50,0.1485801,0.8405,0.4253,0,"eth.dst (-0.416), tcp.flags (-0.376), frame.protocols (-0.334)"
7,3,3,1,1,2,42161,16,45506,1,2026,8,16,0,9,51,0.86528426,0.6555,0.7814,1,"frame.second (+1.013), tcp.flags (+0.601), ip.src (+0.247)"
2,2,2,2,2,0,42161,16,45506,1,2026,8,16,0,9,52,0.8104038,0.1911,0.5627,1,"frame.second (+0.607), eth.src (+0.383), ip.src (+0.294)"
7,1,1,1,2,2,4804,24,13525,0,2026,8,16,0,9,53,0.15849316,0.8322,0.428,0,"tcp.flags (-0.410), frame.protocols (-0.368), frame.minute (-0.328)"
1,3,1,2,1,0,4804,24,45506,1,2026,8,16,0,9,54,0.67985135,0.7558,0.7102,1,"frame.second (+0.540), ip.dst (+0.510), eth.src (-0.417)"
1,2,2,3,3,0,4804,16,13525,0,2026,8,16,0,9,55,0.035858367,0.5406,0.2378,0,"ip.src (-1.034), frame.second (-0.919), ip.dst (-0.686)"
7,1,2,3,1,2,42161,2,13525,1,2026,8,16,0,9,56,0.54061234,1.0,0.7244,1,"ip.src (-0.758), ip.dst (+0.470), tcp.flags (-0.315)"
1,2,3,1,1,0,42161,2,45506,0,2026,8,16,0,9,57,0.38586938,0.7746,0.5414,1,"ip.dst (+0.604), tcp.flags (-0.452), ip.flags (-0.405)"
7,3,1,2,2,0,4804,16,45506,0,2026,8,16,0,9,58,0.48196897,0.6192,0.5369,1,"frame.second (+0.543), eth.src (-0.248), tcp.flags (+0.232)"
1,1,2,3,2,2,4804,24,13525,1,2026,8,16,0,9,59,0.6195436,0.7592,0.6754,1,"tcp.flags (+0.547), ip.src (-0.439), ip.flags (+0.255)"
